timestamp,zone_id,zone_name,lat,lon,air_temperature,humidity,wind_speed,ndvi,canopy_pct,shade_pct,surface_type,student_count,exposure_hours,provenance
2026-07-01T02:00:00,zone_01,playground,40.7128,-74.006,26.9,79.9,3.4,0.54,5.0,10.0,asphalt,0,0.0,synthetic
2026-07-01T02:00:00,zone_02,parking_lot,40.713,-74.0062,27.5,82.9,1.5,0.23,0.0,0.0,asphalt,1,0.0,synthetic
2026-07-01T02:00:00,zone_03,courtyard,40.7126,-74.0058,25.5,81.2,0.4,0.55,15.0,25.0,concrete,0,0.0,synthetic
2026-07-01T02:00:00,zone_04,building_roof,40.7129,-74.0059,28.7,79.9,2.6,0.2,0.0,0.0,concrete,0,0.0,synthetic
2026-07-01T02:00:00,zone_05,sports_field,40.7131,-74.0061,24.6,81.7,2.8,0.67,0.0,5.0,grass,0,0.0,synthetic
2026-07-01T02:00:00,zone_06,library_exterior,40.7127,-74.0057,25.9,90.3,1.7,0.73,20.0,35.0,concrete,0,0.0,synthetic
2026-07-01T02:00:00,zone_07,cafeteria_patio,40.7125,-74.0063,24.9,85.0,0.8,0.61,40.0,50.0,concrete,0,0.0,synthetic
2026-07-01T02:00:00,zone_08,walkway,40.7132,-74.0056,26.3,86.3,2.2,0.11,10.0,15.0,asphalt,1,0.0,synthetic
2026-07-01T02:00:00,zone_09,garden,40.7124,-74.0064,24.1,80.5,3.9,0.56,60.0,70.0,grass,0,0.0,synthetic
2026-07-01T02:00:00,zone_10,gym_exterior,40.7133,-74.0065,26.0,79.8,1.2,0.62,10.0,20.0,concrete,0,0.0,synthetic
2026-07-01T02:00:00,zone_11,admin_building,40.7123,-74.0055,25.5,83.9,2.8,0.17,25.0,30.0,concrete,3,0.0,synthetic
2026-07-01T02:00:00,zone_12,entrance_plaza,40.7134,-74.0066,26.3,80.4,2.9,0.54,5.0,10.0,asphalt,0,0.0,synthetic
2026-07-01T03:00:00,zone_01,playground,40.7128,-74.006,27.5,81.9,1.7,0.24,5.0,10.0,asphalt,5,0.0,synthetic
2026-07-01T03:00:00,zone_02,parking_lot,40.713,-74.0062,28.5,80.4,2.0,0.22,0.0,0.0,asphalt,0,0.0,synthetic
2026-07-01T03:00:00,zone_03,courtyard,40.7126,-74.0058,26.4,79.6,2.5,0.77,15.0,25.0,concrete,0,0.0,synthetic
2026-07-01T03:00:00,zone_04,building_roof,40.7129,-74.0059,29.3,79.8,3.0,0.32,0.0,0.0,concrete,0,0.0,synthetic
2026-07-01T03:00:00,zone_05,sports_field,40.7131,-74.0061,26.1,73.8,2.2,0.5,0.0,5.0,grass,0,0.0,synthetic
2026-07-01T03:00:00,zone_06,library_exterior,40.7127,-74.0057,26.4,75.1,3.1,0.62,20.0,35.0,concrete,0,0.0,synthetic
2026-07-01T03:00:00,zone_07,cafeteria_patio,40.7125,-74.0063,26.3,80.7,0.6,0.67,40.0,50.0,concrete,0,0.0,synthetic
2026-07-01T03:00:00,zone_08,walkway,40.7132,-74.0056,27.2,78.3,2.0,0.45,10.0,15.0,asphalt,1,0.0,synthetic
2026-07-01T03:00:00,zone_09,garden,40.7124,-74.0064,25.3,80.9,3.0,0.72,60.0,70.0,grass,1,0.0,synthetic
2026-07-01T03:00:00,zone_10,gym_exterior,40.7133,-74.0065,26.1,73.0,2.2,0.13,10.0,20.0,concrete,0,0.0,synthetic
2026-07-01T03:00:00,zone_11,admin_building,40.7123,-74.0055,27.3,71.9,2.7,0.12,25.0,30.0,concrete,0,0.0,synthetic
2026-07-01T03:00:00,zone_12,entrance_plaza,40.7134,-74.0066,27.6,76.5,3.6,0.25,5.0,10.0,asphalt,0,0.0,synthetic
2026-07-01T04:00:00,zone_01,playground,40.7128,-74.006,28.3,72.1,2.0,0.48,5.0,10.0,asphalt,0,0.0,synthetic
2026-07-01T04:00:00,zone_02,parking_lot,40.713,-74.0062,30.9,74.0,2.0,0.33,0.0,0.0,asphalt,0,0.0,synthetic
2026-07-01T04:00:00,zone_03,courtyard,40.7126,-74.0058,27.4,74.0,1.2,0.12,15.0,25.0,concrete,0,0.0,synthetic
2026-07-01T04:00:00,zone_04,building_roof,40.7129,-74.0059,30.3,76.5,1.7,0.28,0.0,0.0,concrete,0,0.0,synthetic
2026-07-01T04:00:00,zone_05,sports_field,40.7131,-74.0061,28.1,72.7,0.7,0.77,0.0,5.0,grass,1,0.0,synthetic
2026-07-01T04:00:00,zone_06,library_exterior,40.7127,-74.0057,27.7,76.4,0.7,0.27,20.0,35.0,concrete,3,0.0,synthetic
2026-07-01T04:00:00,zone_07,cafeteria_patio,40.7125,-74.0063,27.6,69.3,2.4,0.43,40.0,50.0,concrete,1,0.0,synthetic
2026-07-01T04:00:00,zone_08,walkway,40.7132,-74.0056,28.2,68.7,0.7,0.4,10.0,15.0,asphalt,0,0.0,synthetic
2026-07-01T04:00:00,zone_09,garden,40.7124,-74.0064,27.0,67.2,1.6,0.36,60.0,70.0,grass,0,0.0,synthetic
2026-07-01T04:00:00,zone_10,gym_exterior,40.7133,-74.0065,27.9,78.5,2.4,0.21,10.0,20.0,concrete,1,0.0,synthetic
2026-07-01T04:00:00,zone_11,admin_building,40.7123,-74.0055,27.4,69.7,2.1,0.76,25.0,30.0,concrete,0,0.0,synthetic
2026-07-01T04:00:00,zone_12,entrance_plaza,40.7134,-74.0066,28.3,75.3,1.4,0.48,5.0,10.0,asphalt,4,0.0,synthetic
2026-07-01T05:00:00,zone_01,playground,40.7128,-74.006,29.9,66.8,2.3,0.15,5.0,10.0,asphalt,0,0.0,synthetic
2026-07-01T05:00:00,zone_02,parking_lot,40.713,-74.0062,31.9,63.6,1.4,0.59,0.0,0.0,asphalt,0,0.0,synthetic
2026-07-01T05:00:00,zone_03,courtyard,40.7126,-74.0058,29.4,65.9,2.8,0.3,15.0,25.0,concrete,1,0.0,synthetic
2026-07-01T05:00:00,zone_04,building_roof,40.7129,-74.0059,32.3,62.9,0.2,0.64,0.0,0.0,concrete,0,0.0,synthetic
2026-07-01T05:00:00,zone_05,sports_field,40.7131,-74.0061,28.8,64.4,1.8,0.63,0.0,5.0,grass,2,0.0,synthetic
2026-07-01T05:00:00,zone_06,library_exterior,40.7127,-74.0057,28.6,65.8,2.0,0.68,20.0,35.0,concrete,1,0.0,synthetic
2026-07-01T05:00:00,zone_07,cafeteria_patio,40.7125,-74.0063,28.6,64.1,2.3,0.77,40.0,50.0,concrete,0,0.0,synthetic
2026-07-01T05:00:00,zone_08,walkway,40.7132,-74.0056,30.5,68.2,0.2,0.33,10.0,15.0,asphalt,0,0.0,synthetic
2026-07-01T05:00:00,zone_09,garden,40.7124,-74.0064,28.1,67.4,2.6,0.16,60.0,70.0,grass,1,0.0,synthetic
2026-07-01T05:00:00,zone_10,gym_exterior,40.7133,-74.0065,28.9,65.0,0.0,0.72,10.0,20.0,concrete,3,0.0,synthetic
2026-07-01T05:00:00,zone_11,admin_building,40.7123,-74.0055,28.2,64.0,2.4,0.53,25.0,30.0,concrete,0,0.0,synthetic
2026-07-01T05:00:00,zone_12,entrance_plaza,40.7134,-74.0066,30.3,65.6,2.6,0.16,5.0,10.0,asphalt,1,0.0,synthetic
2026-07-01T06:00:00,zone_01,playground,40.7128,-74.006,30.6,54.3,1.3,0.64,5.0,10.0,asphalt,8,0.0,synthetic
2026-07-01T06:00:00,zone_02,parking_lot,40.713,-74.0062,31.8,63.2,1.7,0.43,0.0,0.0,asphalt,1,0.0,synthetic
2026-07-01T06:00:00,zone_03,courtyard,40.7126,-74.0058,30.5,56.0,2.5,0.77,15.0,25.0,concrete,7,0.0,synthetic
2026-07-01T06:00:00,zone_04,building_roof,40.7129,-74.0059,32.6,56.0,1.7,0.77,0.0,0.0,concrete,0,0.0,synthetic
2026-07-01T06:00:00,zone_05,sports_field,40.7131,-74.0061,29.9,58.6,2.1,0.78,0.0,5.0,grass,11,0.0,synthetic
2026-07-01T06:00:00,zone_06,library_exterior,40.7127,-74.0057,31.2,59.7,1.6,0.54,20.0,35.0,concrete,6,0.0,synthetic
2026-07-01T06:00:00,zone_07,cafeteria_patio,40.7125,-74.0063,30.0,59.1,4.2,0.29,40.0,50.0,concrete,5,0.0,synthetic
2026-07-01T06:00:00,zone_08,walkway,40.7132,-74.0056,30.7,54.5,3.0,0.15,10.0,15.0,asphalt,0,0.0,synthetic
2026-07-01T06:00:00,zone_09,garden,40.7124,-74.0064,29.0,64.2,3.0,0.58,60.0,70.0,grass,0,0.0,synthetic
2026-07-01T06:00:00,zone_10,gym_exterior,40.7133,-74.0065,30.9,63.0,2.7,0.71,10.0,20.0,concrete,4,0.0,synthetic
2026-07-01T06:00:00,zone_11,admin_building,40.7123,-74.0055,30.5,57.1,0.3,0.78,25.0,30.0,concrete,4,0.0,synthetic
2026-07-01T06:00:00,zone_12,entrance_plaza,40.7134,-74.0066,31.9,59.4,0.0,0.29,5.0,10.0,asphalt,2,0.0,synthetic
2026-07-01T07:00:00,zone_01,playground,40.7128,-74.006,32.5,52.6,1.5,0.42,5.0,10.0,asphalt,25,1.0,synthetic
2026-07-01T07:00:00,zone_02,parking_lot,40.713,-74.0062,33.3,54.1,3.1,0.35,0.0,0.0,asphalt,6,1.0,synthetic
2026-07-01T07:00:00,zone_03,courtyard,40.7126,-74.0058,31.7,50.3,3.6,0.46,15.0,25.0,concrete,13,1.0,synthetic
2026-07-01T07:00:00,zone_04,building_roof,40.7129,-74.0059,34.6,56.0,3.0,0.38,0.0,0.0,concrete,1,1.0,synthetic
2026-07-01T07:00:00,zone_05,sports_field,40.7131,-74.0061,31.3,56.6,1.0,0.2,0.0,5.0,grass,37,1.0,synthetic
2026-07-01T07:00:00,zone_06,library_exterior,40.7127,-74.0057,30.4,56.8,2.9,0.34,20.0,35.0,concrete,9,1.0,synthetic
2026-07-01T07:00:00,zone_07,cafeteria_patio,40.7125,-74.0063,31.6,52.7,3.6,0.7,40.0,50.0,concrete,16,1.0,synthetic
2026-07-01T07:00:00,zone_08,walkway,40.7132,-74.0056,32.0,54.9,1.7,0.79,10.0,15.0,asphalt,4,1.0,synthetic
2026-07-01T07:00:00,zone_09,garden,40.7124,-74.0064,29.0,52.2,0.7,0.15,60.0,70.0,grass,5,1.0,synthetic
2026-07-01T07:00:00,zone_10,gym_exterior,40.7133,-74.0065,31.1,54.0,2.7,0.43,10.0,20.0,concrete,12,1.0,synthetic
2026-07-01T07:00:00,zone_11,admin_building,40.7123,-74.0055,30.6,54.0,1.5,0.22,25.0,30.0,concrete,5,1.0,synthetic
2026-07-01T07:00:00,zone_12,entrance_plaza,40.7134,-74.0066,32.3,51.9,2.1,0.58,5.0,10.0,asphalt,6,1.0,synthetic
2026-07-01T08:00:00,zone_01,playground,40.7128,-74.006,33.2,48.0,1.9,0.66,5.0,10.0,asphalt,64,1.0,synthetic
2026-07-01T08:00:00,zone_02,parking_lot,40.713,-74.0062,34.7,49.1,1.5,0.44,0.0,0.0,asphalt,6,1.0,synthetic
2026-07-01T08:00:00,zone_03,courtyard,40.7126,-74.0058,31.8,51.4,3.6,0.13,15.0,25.0,concrete,36,1.0,synthetic
2026-07-01T08:00:00,zone_04,building_roof,40.7129,-74.0059,36.0,44.4,2.0,0.47,0.0,0.0,concrete,5,1.0,synthetic
2026-07-01T08:00:00,zone_05,sports_field,40.7131,-74.0061,32.0,44.5,0.4,0.29,0.0,5.0,grass,96,1.0,synthetic
2026-07-01T08:00:00,zone_06,library_exterior,40.7127,-74.0057,32.2,47.2,0.9,0.33,20.0,35.0,concrete,23,1.0,synthetic
2026-07-01T08:00:00,zone_07,cafeteria_patio,40.7125,-74.0063,32.7,50.0,2.0,0.16,40.0,50.0,concrete,50,1.0,synthetic
2026-07-01T08:00:00,zone_08,walkway,40.7132,-74.0056,34.2,50.4,1.6,0.19,10.0,15.0,asphalt,23,1.0,synthetic
2026-07-01T08:00:00,zone_09,garden,40.7124,-74.0064,30.6,43.2,2.9,0.35,60.0,70.0,grass,15,1.0,synthetic
2026-07-01T08:00:00,zone_10,gym_exterior,40.7133,-74.0065,32.7,47.7,1.6,0.21,10.0,20.0,concrete,32,1.0,synthetic
2026-07-01T08:00:00,zone_11,admin_building,40.7123,-74.0055,31.8,45.9,1.4,0.22,25.0,30.0,concrete,15,1.0,synthetic
2026-07-01T08:00:00,zone_12,entrance_plaza,40.7134,-74.0066,32.8,49.4,2.4,0.71,5.0,10.0,asphalt,28,1.0,synthetic
2026-07-01T09:00:00,zone_01,playground,40.7128,-74.006,34.0,45.6,2.5,0.75,5.0,10.0,asphalt,79,1.0,synthetic
2026-07-01T09:00:00,zone_02,parking_lot,40.713,-74.0062,36.9,48.2,2.9,0.23,0.0,0.0,asphalt,9,1.0,synthetic
2026-07-01T09:00:00,zone_03,courtyard,40.7126,-74.0058,32.9,37.9,0.4,0.18,15.0,25.0,concrete,45,1.0,synthetic
2026-07-01T09:00:00,zone_04,building_roof,40.7129,-74.0059,35.6,45.7,0.9,0.44,0.0,0.0,concrete,5,1.0,synthetic
2026-07-01T09:00:00,zone_05,sports_field,40.7131,-74.0061,32.5,43.5,1.1,0.14,0.0,5.0,grass,120,1.0,synthetic
2026-07-01T09:00:00,zone_06,library_exterior,40.7127,-74.0057,32.8,45.6,3.1,0.52,20.0,35.0,concrete,31,1.0,synthetic
2026-07-01T09:00:00,zone_07,cafeteria_patio,40.7125,-74.0063,31.4,41.0,2.6,0.68,40.0,50.0,concrete,60,1.0,synthetic
2026-07-01T09:00:00,zone_08,walkway,40.7132,-74.0056,33.9,43.6,2.5,0.69,10.0,15.0,asphalt,28,1.0,synthetic
2026-07-01T09:00:00,zone_09,garden,40.7124,-74.0064,32.0,42.1,1.5,0.21,60.0,70.0,grass,15,1.0,synthetic
2026-07-01T09:00:00,zone_10,gym_exterior,40.7133,-74.0065,33.8,46.5,0.0,0.71,10.0,20.0,concrete,40,1.0,synthetic
2026-07-01T09:00:00,zone_11,admin_building,40.7123,-74.0055,33.5,42.1,0.0,0.42,25.0,30.0,concrete,18,1.0,synthetic
2026-07-01T09:00:00,zone_12,entrance_plaza,40.7134,-74.0066,35.4,40.8,0.4,0.73,5.0,10.0,asphalt,35,1.0,synthetic
2026-07-01T10:00:00,zone_01,playground,40.7128,-74.006,35.2,34.2,2.2,0.18,5.0,10.0,asphalt,81,1.0,synthetic
2026-07-01T10:00:00,zone_02,parking_lot,40.713,-74.0062,36.4,42.6,1.1,0.66,0.0,0.0,asphalt,10,1.0,synthetic
2026-07-01T10:00:00,zone_03,courtyard,40.7126,-74.0058,34.1,47.7,2.2,0.21,15.0,25.0,concrete,45,1.0,synthetic
2026-07-01T10:00:00,zone_04,building_roof,40.7129,-74.0059,36.3,38.4,3.5,0.71,0.0,0.0,concrete,5,1.0,synthetic
2026-07-01T10:00:00,zone_05,sports_field,40.7131,-74.0061,33.8,39.3,1.7,0.66,0.0,5.0,grass,119,1.0,synthetic
2026-07-01T10:00:00,zone_06,library_exterior,40.7127,-74.0057,33.4,39.2,3.0,0.55,20.0,35.0,concrete,31,1.0,synthetic
2026-07-01T10:00:00,zone_07,cafeteria_patio,40.7125,-74.0063,33.3,46.5,1.2,0.23,40.0,50.0,concrete,58,1.0,synthetic
2026-07-01T10:00:00,zone_08,walkway,40.7132,-74.0056,34.4,43.4,1.1,0.76,10.0,15.0,asphalt,21,1.0,synthetic
2026-07-01T10:00:00,zone_09,garden,40.7124,-74.0064,32.5,37.5,4.4,0.11,60.0,70.0,grass,15,1.0,synthetic
2026-07-01T10:00:00,zone_10,gym_exterior,40.7133,-74.0065,34.9,42.6,2.2,0.21,10.0,20.0,concrete,40,1.0,synthetic
2026-07-01T10:00:00,zone_11,admin_building,40.7123,-74.0055,34.4,44.9,3.6,0.75,25.0,30.0,concrete,19,1.0,synthetic
2026-07-01T10:00:00,zone_12,entrance_plaza,40.7134,-74.0066,35.3,43.2,4.5,0.38,5.0,10.0,asphalt,36,1.0,synthetic
2026-07-01T11:00:00,zone_01,playground,40.7128,-74.006,34.9,38.7,1.0,0.48,5.0,10.0,asphalt,69,1.0,synthetic
2026-07-01T11:00:00,zone_02,parking_lot,40.713,-74.0062,36.4,41.9,3.3,0.42,0.0,0.0,asphalt,8,1.0,synthetic
2026-07-01T11:00:00,zone_03,courtyard,40.7126,-74.0058,33.9,35.5,1.8,0.45,15.0,25.0,concrete,40,1.0,synthetic
2026-07-01T11:00:00,zone_04,building_roof,40.7129,-74.0059,37.4,39.5,3.1,0.54,0.0,0.0,concrete,1,1.0,synthetic
2026-07-01T11:00:00,zone_05,sports_field,40.7131,-74.0061,33.4,36.7,4.6,0.15,0.0,5.0,grass,108,1.0,synthetic
2026-07-01T11:00:00,zone_06,library_exterior,40.7127,-74.0057,33.4,42.0,1.9,0.23,20.0,35.0,concrete,27,1.0,synthetic
2026-07-01T11:00:00,zone_07,cafeteria_patio,40.7125,-74.0063,33.3,38.4,1.3,0.64,40.0,50.0,concrete,54,1.0,synthetic
2026-07-01T11:00:00,zone_08,walkway,40.7132,-74.0056,35.2,32.0,0.0,0.49,10.0,15.0,asphalt,20,1.0,synthetic
2026-07-01T11:00:00,zone_09,garden,40.7124,-74.0064,32.3,38.9,0.6,0.55,60.0,70.0,grass,12,1.0,synthetic
2026-07-01T11:00:00,zone_10,gym_exterior,40.7133,-74.0065,34.0,39.8,2.5,0.56,10.0,20.0,concrete,35,1.0,synthetic
2026-07-01T11:00:00,zone_11,admin_building,40.7123,-74.0055,34.0,36.6,1.5,0.56,25.0,30.0,concrete,18,1.0,synthetic
2026-07-01T11:00:00,zone_12,entrance_plaza,40.7134,-74.0066,35.3,39.3,2.8,0.7,5.0,10.0,asphalt,30,1.0,synthetic
2026-07-01T12:00:00,zone_01,playground,40.7128,-74.006,34.6,44.3,0.9,0.31,5.0,10.0,asphalt,57,1.0,synthetic
2026-07-01T12:00:00,zone_02,parking_lot,40.713,-74.0062,35.5,46.1,0.8,0.37,0.0,0.0,asphalt,6,1.0,synthetic
2026-07-01T12:00:00,zone_03,courtyard,40.7126,-74.0058,33.1,42.7,0.7,0.49,15.0,25.0,concrete,34,1.0,synthetic
2026-07-01T12:00:00,zone_04,building_roof,40.7129,-74.0059,36.0,39.2,3.0,0.66,0.0,0.0,concrete,3,1.0,synthetic
2026-07-01T12:00:00,zone_05,sports_field,40.7131,-74.0061,33.1,40.7,2.3,0.54,0.0,5.0,grass,81,1.0,synthetic
2026-07-01T12:00:00,zone_06,library_exterior,40.7127,-74.0057,33.3,39.6,0.7,0.29,20.0,35.0,concrete,21,1.0,synthetic
2026-07-01T12:00:00,zone_07,cafeteria_patio,40.7125,-74.0063,33.2,37.9,2.4,0.56,40.0,50.0,concrete,39,1.0,synthetic
2026-07-01T12:00:00,zone_08,walkway,40.7132,-74.0056,34.1,42.4,3.6,0.57,10.0,15.0,asphalt,20,1.0,synthetic
2026-07-01T12:00:00,zone_09,garden,40.7124,-74.0064,31.4,37.0,1.4,0.22,60.0,70.0,grass,10,1.0,synthetic
2026-07-01T12:00:00,zone_10,gym_exterior,40.7133,-74.0065,33.9,41.4,0.6,0.37,10.0,20.0,concrete,29,1.0,synthetic
2026-07-01T12:00:00,zone_11,admin_building,40.7123,-74.0055,33.0,36.8,1.0,0.5,25.0,30.0,concrete,16,1.0,synthetic
2026-07-01T12:00:00,zone_12,entrance_plaza,40.7134,-74.0066,36.4,39.9,2.1,0.25,5.0,10.0,asphalt,24,1.0,synthetic
2026-07-01T13:00:00,zone_01,playground,40.7128,-74.006,34.0,43.7,4.6,0.33,5.0,10.0,asphalt,72,1.0,synthetic
2026-07-01T13:00:00,zone_02,parking_lot,40.713,-74.0062,35.7,44.1,2.2,0.45,0.0,0.0,asphalt,9,1.0,synthetic
2026-07-01T13:00:00,zone_03,courtyard,40.7126,-74.0058,33.0,48.8,2.7,0.66,15.0,25.0,concrete,39,1.0,synthetic
2026-07-01T13:00:00,zone_04,building_roof,40.7129,-74.0059,35.8,46.1,0.2,0.16,0.0,0.0,concrete,6,1.0,synthetic
2026-07-01T13:00:00,zone_05,sports_field,40.7131,-74.0061,32.8,45.2,2.2,0.71,0.0,5.0,grass,106,1.0,synthetic
2026-07-01T13:00:00,zone_06,library_exterior,40.7127,-74.0057,33.5,45.2,3.3,0.69,20.0,35.0,concrete,29,1.0,synthetic
2026-07-01T13:00:00,zone_07,cafeteria_patio,40.7125,-74.0063,32.6,38.4,2.4,0.23,40.0,50.0,concrete,54,1.0,synthetic
2026-07-01T13:00:00,zone_08,walkway,40.7132,-74.0056,34.2,43.8,2.4,0.78,10.0,15.0,asphalt,22,1.0,synthetic
2026-07-01T13:00:00,zone_09,garden,40.7124,-74.0064,31.8,45.4,2.0,0.32,60.0,70.0,grass,13,1.0,synthetic
2026-07-01T13:00:00,zone_10,gym_exterior,40.7133,-74.0065,32.8,44.9,1.0,0.61,10.0,20.0,concrete,38,1.0,synthetic
2026-07-01T13:00:00,zone_11,admin_building,40.7123,-74.0055,32.8,42.0,3.4,0.32,25.0,30.0,concrete,18,1.0,synthetic
2026-07-01T13:00:00,zone_12,entrance_plaza,40.7134,-74.0066,35.3,44.2,0.7,0.12,5.0,10.0,asphalt,32,1.0,synthetic
2026-07-01T14:00:00,zone_01,playground,40.7128,-74.006,33.6,50.5,1.5,0.44,5.0,10.0,asphalt,82,1.0,synthetic
2026-07-01T14:00:00,zone_02,parking_lot,40.713,-74.0062,35.5,48.3,0.3,0.62,0.0,0.0,asphalt,7,1.0,synthetic
2026-07-01T14:00:00,zone_03,courtyard,40.7126,-74.0058,32.3,46.5,0.7,0.31,15.0,25.0,concrete,44,1.0,synthetic
2026-07-01T14:00:00,zone_04,building_roof,40.7129,-74.0059,34.6,43.7,0.9,0.76,0.0,0.0,concrete,6,1.0,synthetic
2026-07-01T14:00:00,zone_05,sports_field,40.7131,-74.0061,32.5,46.7,2.0,0.53,0.0,5.0,grass,121,1.0,synthetic
2026-07-01T14:00:00,zone_06,library_exterior,40.7127,-74.0057,32.9,52.2,0.4,0.22,20.0,35.0,concrete,30,1.0,synthetic
2026-07-01T14:00:00,zone_07,cafeteria_patio,40.7125,-74.0063,31.5,45.7,1.4,0.14,40.0,50.0,concrete,62,1.0,synthetic
2026-07-01T14:00:00,zone_08,walkway,40.7132,-74.0056,32.8,43.8,2.8,0.21,10.0,15.0,asphalt,27,1.0,synthetic
2026-07-01T14:00:00,zone_09,garden,40.7124,-74.0064,30.8,49.2,2.2,0.52,60.0,70.0,grass,12,1.0,synthetic
2026-07-01T14:00:00,zone_10,gym_exterior,40.7133,-74.0065,32.3,47.8,1.6,0.19,10.0,20.0,concrete,41,1.0,synthetic
2026-07-01T14:00:00,zone_11,admin_building,40.7123,-74.0055,32.3,48.3,2.7,0.16,25.0,30.0,concrete,24,1.0,synthetic
2026-07-01T14:00:00,zone_12,entrance_plaza,40.7134,-74.0066,33.2,43.6,2.9,0.45,5.0,10.0,asphalt,34,1.0,synthetic
2026-07-01T15:00:00,zone_01,playground,40.7128,-74.006,32.2,53.2,2.0,0.44,5.0,10.0,asphalt,66,1.0,synthetic
2026-07-01T15:00:00,zone_02,parking_lot,40.713,-74.0062,34.6,53.5,3.3,0.5,0.0,0.0,asphalt,6,1.0,synthetic
2026-07-01T15:00:00,zone_03,courtyard,40.7126,-74.0058,31.8,51.4,2.6,0.7,15.0,25.0,concrete,38,1.0,synthetic
2026-07-01T15:00:00,zone_04,building_roof,40.7129,-74.0059,34.7,54.6,2.5,0.58,0.0,0.0,concrete,5,1.0,synthetic
2026-07-01T15:00:00,zone_05,sports_field,40.7131,-74.0061,31.7,54.4,1.8,0.33,0.0,5.0,grass,96,1.0,synthetic
2026-07-01T15:00:00,zone_06,library_exterior,40.7127,-74.0057,31.0,54.0,2.4,0.46,20.0,35.0,concrete,24,1.0,synthetic
2026-07-01T15:00:00,zone_07,cafeteria_patio,40.7125,-74.0063,30.9,52.6,0.6,0.54,40.0,50.0,concrete,49,1.0,synthetic
2026-07-01T15:00:00,zone_08,walkway,40.7132,-74.0056,32.7,53.1,2.3,0.48,10.0,15.0,asphalt,20,1.0,synthetic
